Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
E2F8	11p15.1	3.94	3.65	1.63	1.48	0.29	0.216	0.854	(A) Black or African American
HCRTR1	1p35.2	0.20	0.29	0.44	0.57	-0.09	0.216	0.854	(B) White
FRAT2	10q24.1	7.88	7.79	0.48	0.58	0.09	0.216	0.854	(A) Black or African American
PCBD2	5q31.1	8.76	8.67	0.51	0.53	0.10	0.216	0.854	(A) Black or African American
USP32	17q23.1-q23.2	9.98	10.09	0.58	0.59	-0.11	0.216	0.854	(B) White
LOC100126784	11p15.1	5.79	6.14	1.99	1.53	-0.35	0.216	0.854	(B) White
NANOS3	19p13.12	2.24	2.03	1.17	1.11	0.21	0.216	0.854	(A) Black or African American
GPM6A	4q34.2	4.45	4.15	1.62	1.54	0.29	0.216	0.855	(A) Black or African American
CDCA7L	7p15.3	7.70	8.00	1.66	1.48	-0.30	0.216	0.855	(B) White
LRPPRC	2p21	11.66	11.56	0.51	0.55	0.10	0.216	0.855	(A) Black or African American
VSIG2	11q24.2	2.50	2.07	2.39	2.26	0.43	0.216	0.855	(A) Black or African American
ESF1	20p12.1	8.08	8.22	0.75	0.71	-0.14	0.216	0.855	(B) White
TTLL10	1p36.33	1.05	1.25	1.05	1.09	-0.20	0.217	0.855	(B) White
TMEM99	17q21.2	8.50	8.62	0.68	0.72	-0.13	0.217	0.855	(B) White
MTIF2	2p16.1	9.49	9.57	0.41	0.38	-0.07	0.217	0.855	(B) White
TRRAP	7q22.1	10.99	11.10	0.59	0.65	-0.11	0.217	0.855	(B) White
ECD	10q22.2	8.85	8.78	0.39	0.41	0.07	0.217	0.855	(A) Black or African American
LIPT1	2q11.2	6.63	6.72	0.45	0.53	-0.09	0.217	0.855	(B) White
HOXD4	2q31.1	5.27	4.96	1.69	1.65	0.31	0.217	0.855	(A) Black or African American
TRIOBP	22q13.1	11.44	11.55	0.61	0.69	-0.11	0.217	0.855	(B) White
KCNMB2	3q26.32	3.41	3.80	2.06	2.36	-0.39	0.217	0.855	(B) White
AP2B1	17q12	13.02	13.10	0.41	0.49	-0.08	0.217	0.856	(B) White
THAP9	4q21.22	6.55	6.65	0.49	0.70	-0.10	0.217	0.856	(B) White
DNPEP	2q35	10.50	10.44	0.30	0.35	0.06	0.217	0.856	(A) Black or African American
RAD54L	1p34.1	4.86	5.06	1.11	1.06	-0.20	0.217	0.856	(B) White
NFIB	9p23-p22.3	11.14	11.01	0.71	0.72	0.13	0.217	0.856	(A) Black or African American
HMGA2	12q14.3	3.89	4.33	2.46	2.34	-0.45	0.218	0.856	(B) White
WDR37	10p15.3	8.87	8.76	0.59	0.44	0.10	0.218	0.856	(A) Black or African American
PSTPIP2	18q21.1|tdb7990	6.76	6.93	0.96	0.98	-0.18	0.218	0.856	(B) White
RMST	12q23.1|12q21	1.88	1.62	1.44	1.33	0.26	0.218	0.856	(A) Black or African American
BPTF	17q24.2	10.34	10.47	0.70	0.73	-0.13	0.218	0.856	(B) White
PDCD10	3q26.1	9.11	9.02	0.47	0.58	0.09	0.218	0.856	(A) Black or African American
OR1L6	9q33.2	0.03	0.01	0.16	0.07	0.03	0.218	0.856	(A) Black or African American
PAOX	10q26.3	7.61	7.73	0.67	0.62	-0.12	0.218	0.857	(B) White
HCFC1	Xq28	10.83	10.89	0.35	0.36	-0.06	0.218	0.857	(B) White
PHLDA1	12q21.2	9.91	9.65	1.43	1.41	0.26	0.218	0.857	(A) Black or African American
TMEM59	1p32.3	12.32	12.22	0.61	0.42	0.10	0.218	0.857	(A) Black or African American
RMDN3	15q15.1	9.92	9.84	0.39	0.43	0.07	0.218	0.857	(A) Black or African American
RFTN1	3p24.3	8.33	8.09	1.24	1.51	0.24	0.218	0.857	(A) Black or African American
RAB29	1q32.1	10.29	10.42	0.69	0.83	-0.13	0.218	0.857	(B) White
CHRAC1	8q24.3	9.28	9.35	0.34	0.36	-0.06	0.218	0.857	(B) White
MED27	9q34.13	7.94	7.84	0.51	0.46	0.09	0.218	0.857	(A) Black or African American
CASP4	11q22.3	9.76	9.63	0.78	0.61	0.14	0.218	0.857	(A) Black or African American
UFSP1	7q22.1	5.24	5.41	0.96	0.92	-0.17	0.218	0.857	(B) White
LINC01777	1p36.32	0.07	0.03	0.21	0.19	0.04	0.219	0.858	(A) Black or African American
TMEM140	7q33	11.18	11.31	0.67	0.72	-0.12	0.219	0.858	(B) White
ARF6	14q21.3	11.52	11.62	0.50	0.55	-0.09	0.219	0.858	(B) White
PTK7	6p21.1	9.77	10.10	1.96	1.46	-0.34	0.219	0.858	(B) White
ZNF766	19q13.41	8.32	8.39	0.38	0.35	-0.07	0.219	0.858	(B) White
STOX2	4q35.1	5.51	5.77	1.42	1.27	-0.25	0.219	0.858	(B) White
FOXJ3	1p34.2	9.75	9.85	0.56	0.52	-0.10	0.219	0.858	(B) White
C1ORF140	1q41	0.30	0.43	0.63	0.90	-0.13	0.219	0.858	(B) White
DMD	Xp21.2-p21.1	7.66	7.41	1.43	1.02	0.25	0.219	0.858	(A) Black or African American
SUPT5H	19q13.2	11.33	11.38	0.29	0.26	-0.05	0.219	0.858	(B) White
HOTAIR	12q13.13	4.78	4.48	1.65	1.66	0.30	0.219	0.858	(A) Black or African American
LLCFC1	7q34	0.49	0.36	0.78	0.58	0.13	0.219	0.858	(A) Black or African American
GAA	17q25.3	12.56	12.69	0.69	0.67	-0.12	0.219	0.858	(B) White
NHSL2	Xq13.1	3.90	3.63	1.54	1.33	0.27	0.219	0.858	(A) Black or African American
OR9G4	11q12.1	0.02	0.00	0.14	0.04	0.02	0.219	0.858	(A) Black or African American
CCDC28B	1p35.2	7.03	6.81	1.26	1.09	0.22	0.219	0.858	(A) Black or African American
LOC284788	20p11.21	0.11	0.04	0.44	0.17	0.07	0.220	0.858	(A) Black or African American
RND1	12q13.12	6.00	5.86	0.74	0.86	0.14	0.220	0.858	(A) Black or African American
SLC30A8	8q24.11	2.46	2.01	2.54	2.14	0.45	0.220	0.858	(A) Black or African American
UNC13C	15q21.3	1.03	0.77	1.57	1.06	0.27	0.220	0.859	(A) Black or African American
SORL1	11q24.1	10.80	10.60	1.10	1.03	0.20	0.220	0.859	(A) Black or African American
NOTCH4	6p21.32	7.84	7.68	0.89	0.95	0.16	0.220	0.859	(A) Black or African American
SPON2	4p16.3	11.69	12.09	2.28	1.92	-0.40	0.220	0.859	(B) White
ASTE1	3q22.1	7.14	7.06	0.41	0.45	0.08	0.220	0.859	(A) Black or African American
RRN3P1	16p12.2	6.04	6.30	1.48	1.28	-0.26	0.220	0.859	(B) White
FOXI3	2p11.2	0.05	0.11	0.20	0.54	-0.06	0.220	0.859	(B) White
PPFIBP1	12p11.23-p11.22	11.78	11.63	0.85	0.85	0.16	0.220	0.859	(A) Black or African American
FAM241B	10q22.1	7.65	7.75	0.52	0.52	-0.10	0.220	0.859	(B) White
CYP26A1	10q23.33	0.68	0.87	0.91	1.36	-0.19	0.220	0.859	(B) White
ZNF428	19q13.31	9.59	9.71	0.67	0.59	-0.12	0.220	0.859	(B) White
SCN7A	2q24.3	1.43	1.12	1.78	1.26	0.30	0.220	0.859	(A) Black or African American
BZW1	2q33.1	11.44	11.35	0.53	0.48	0.09	0.220	0.859	(A) Black or African American
FAM78A	9q34.13	7.44	7.26	0.96	1.14	0.18	0.220	0.859	(A) Black or African American
FIG4	6q21	9.16	9.09	0.34	0.33	0.06	0.221	0.860	(A) Black or African American
SCT	11p15.5	1.25	1.51	1.44	1.33	-0.26	0.221	0.860	(B) White
B3GNT8	19q13.2	5.53	5.21	1.76	1.75	0.32	0.221	0.860	(A) Black or African American
COL12A1	6q13-q14.1	8.70	8.42	1.54	1.56	0.28	0.221	0.860	(A) Black or African American
KCNV1	8q23.2	5.68	6.04	1.95	2.13	-0.36	0.221	0.860	(B) White
TSTD1	1q23.3	9.41	9.53	0.70	0.59	-0.12	0.221	0.860	(B) White
AKR1C4	10p15.1	1.77	2.08	1.72	1.68	-0.31	0.221	0.860	(B) White
PPP3CA	4q24	9.32	9.25	0.41	0.49	0.08	0.221	0.860	(A) Black or African American
IP6K1	3p21.31	10.53	10.46	0.36	0.40	0.07	0.221	0.860	(A) Black or African American
SLC11A1	2q35	7.13	7.36	1.21	1.42	-0.23	0.221	0.860	(B) White
NOVA1	14q12	7.63	7.43	1.11	1.05	0.20	0.221	0.860	(A) Black or African American
OR51B4	11p15.4	0.34	0.21	0.79	0.37	0.13	0.221	0.860	(A) Black or African American
UBE2G2	21q22.3	10.64	10.57	0.32	0.44	0.06	0.221	0.860	(A) Black or African American
OR8G5	11q24.2	0.02	0.00	0.13	0.04	0.02	0.221	0.860	(A) Black or African American
GHRL	3p25.3	3.18	2.95	1.27	1.28	0.23	0.221	0.860	(A) Black or African American
CCDC196	14q23.3	0.24	0.32	0.39	0.53	-0.08	0.221	0.860	(B) White
F2RL3	19p13.11	4.67	4.38	1.53	1.77	0.29	0.221	0.860	(A) Black or African American
BCL10	1p22.3	8.30	8.19	0.67	0.52	0.12	0.221	0.860	(A) Black or African American
GLB1L3	11q25	0.85	0.56	1.65	1.38	0.29	0.221	0.860	(A) Black or African American
BRIP1	17q23.2	3.65	3.92	1.50	1.50	-0.27	0.221	0.860	(B) White
TEX47	7q21.13	0.01	0.04	0.11	0.21	-0.02	0.221	0.860	(B) White
USP43	17p13.1	7.58	7.73	0.81	0.88	-0.15	0.221	0.860	(B) White
LIPN	10q23.31	0.22	0.30	0.38	0.49	-0.07	0.222	0.860	(B) White
GRAMD1B	11q24.1	4.43	4.10	1.74	1.91	0.32	0.222	0.860	(A) Black or African American
NEK3	13q14.3	7.67	7.80	0.70	0.72	-0.13	0.222	0.860	(B) White
SPATA12	3p14.3	3.81	4.03	1.18	1.16	-0.21	0.222	0.860	(B) White
SEC22B	1p12	10.06	10.15	0.48	0.46	-0.09	0.222	0.860	(B) White
LGI4	19q13.12|19q13.11	3.68	3.96	1.52	1.56	-0.28	0.222	0.860	(B) White
LYPD6	2q23.2	3.05	2.78	1.51	1.55	0.28	0.222	0.860	(A) Black or African American
RIMS3	1p34.2	6.34	6.57	1.24	1.23	-0.22	0.222	0.860	(B) White
ABCC9	12p12.1	6.87	6.58	1.63	1.56	0.29	0.222	0.860	(A) Black or African American
POLR2C	16q21	10.82	10.90	0.44	0.43	-0.08	0.222	0.860	(B) White
CALML4	15q23	9.22	9.37	0.86	0.82	-0.15	0.222	0.860	(B) White
CPSF3	2p25.1	9.46	9.40	0.33	0.39	0.06	0.222	0.860	(A) Black or African American
SIGMAR1	9p13.3	10.04	10.13	0.51	0.46	-0.09	0.222	0.860	(B) White
NR1H4	12q23.1	9.74	9.59	0.68	1.18	0.15	0.222	0.861	(A) Black or African American
PIGG	4p16.3	9.30	9.37	0.41	0.36	-0.07	0.222	0.861	(B) White
EIF4EBP3	5q31.3	9.22	9.38	0.90	0.91	-0.16	0.222	0.861	(B) White
LOC100192426	18p11.23	0.02	0.04	0.10	0.17	-0.02	0.223	0.861	(B) White
CHRNA2	8p21.2	0.55	0.39	0.92	0.76	0.16	0.223	0.861	(A) Black or African American
NLGN2	17p13.1	9.32	9.50	1.00	1.06	-0.18	0.223	0.861	(B) White
ZNF746	7q36.1	8.87	8.95	0.38	0.49	-0.07	0.223	0.861	(B) White
CAPN12	19q13.2	8.78	9.08	1.70	1.56	-0.30	0.223	0.861	(B) White
SWAP70	11p15.4	10.21	10.11	0.57	0.54	0.10	0.223	0.861	(A) Black or African American
MARCH5	10q23.32-q23.33	9.39	9.30	0.52	0.41	0.09	0.223	0.861	(A) Black or African American
PICALM	11q14.2	12.35	12.43	0.42	0.45	-0.08	0.223	0.861	(B) White
SLC46A2	9q32	3.26	3.07	1.06	1.11	0.19	0.223	0.861	(A) Black or African American
CCN2	6q23.2	10.41	10.65	1.27	1.46	-0.24	0.223	0.861	(B) White
C1GALT1C1L	2p21	3.84	4.09	1.43	1.27	-0.25	0.223	0.861	(B) White
LINC00839	10q11.21	3.77	3.26	2.84	2.63	0.51	0.223	0.862	(A) Black or African American
C10ORF25	10q11.21	6.20	6.06	0.79	0.69	0.14	0.223	0.862	(A) Black or African American
MOB4	2q33.1	9.08	9.00	0.43	0.46	0.08	0.223	0.862	(A) Black or African American
KIR2DL3	19q13.42	1.10	0.91	1.05	1.07	0.19	0.223	0.862	(A) Black or African American
PSMA3	14q23.1	10.00	9.92	0.43	0.49	0.08	0.223	0.862	(A) Black or African American
CNNM1	10q24.2	6.88	7.31	2.47	2.00	-0.43	0.223	0.862	(B) White
CCDC158	4q21.1	2.22	2.46	1.25	1.56	-0.24	0.223	0.862	(B) White
FSD1	19p13.3	1.90	2.18	1.54	1.69	-0.29	0.223	0.862	(B) White
HSPA12B	20p13	5.69	5.51	0.95	0.99	0.17	0.224	0.862	(A) Black or African American
KNG1	3q27.3	2.21	1.65	3.31	2.22	0.56	0.224	0.862	(A) Black or African American
SYT2	1q32.1	4.23	3.83	2.30	1.94	0.40	0.224	0.862	(A) Black or African American
SPDYE3	7q22.1	6.65	6.53	0.66	0.63	0.12	0.224	0.862	(A) Black or African American
MAOA	Xp11.3	10.98	10.80	0.98	1.21	0.19	0.224	0.862	(A) Black or African American
LPIN1	2p25.1	8.91	8.78	0.75	0.76	0.14	0.224	0.862	(A) Black or African American
HAPLN1	5q14.3	1.25	1.59	1.80	2.07	-0.34	0.224	0.862	(B) White
SCN1A	2q24.3	0.22	0.33	0.55	0.67	-0.10	0.224	0.862	(B) White
MRPL46	15q25.3	8.90	8.81	0.48	0.50	0.09	0.224	0.863	(A) Black or African American
SS18	18q11.2	10.63	10.56	0.39	0.43	0.07	0.224	0.863	(A) Black or African American
TIMM29	19p13.2	8.13	8.06	0.38	0.36	0.07	0.224	0.863	(A) Black or African American
TENM2	5q34	2.17	2.46	1.63	1.53	-0.29	0.224	0.863	(B) White
ARTN	1p34.1	3.54	3.30	1.36	1.24	0.24	0.225	0.863	(A) Black or African American
SLC2A12	6q23.2	5.73	5.55	1.02	0.88	0.18	0.225	0.863	(A) Black or African American
RRP9	3p21.2	8.72	8.82	0.53	0.53	-0.10	0.225	0.863	(B) White
TMEM231	16q23.1	8.24	8.35	0.65	0.57	-0.11	0.225	0.864	(B) White
CBX1	17q21.32	10.42	10.49	0.38	0.48	-0.07	0.225	0.864	(B) White
TAFA3	1p13.2	1.24	1.43	1.00	1.06	-0.18	0.225	0.864	(B) White
PHF5A	22q13.2	8.24	8.32	0.39	0.45	-0.07	0.225	0.864	(B) White
FAM153B	5q35.2	2.03	1.71	1.75	1.84	0.32	0.225	0.864	(A) Black or African American
NDUFS3	11p11.2	10.90	10.79	0.60	0.58	0.11	0.225	0.864	(A) Black or African American
PART1	5q12.1	1.06	0.69	2.18	1.55	0.37	0.225	0.864	(A) Black or African American
RBMX2	Xq26.1	8.36	8.27	0.52	0.45	0.09	0.225	0.864	(A) Black or African American
SOX3	Xq27.1	1.28	0.98	1.77	1.32	0.30	0.225	0.864	(A) Black or African American
PAIP2	5q31.2	10.67	10.60	0.33	0.49	0.07	0.225	0.864	(A) Black or African American
GTF2IRD2	7q11.23	8.90	8.78	0.68	0.67	0.12	0.225	0.864	(A) Black or African American
MED20	6p21.1	8.63	8.51	0.65	0.55	0.11	0.225	0.864	(A) Black or African American
CLIC2	Xq28	6.96	6.77	1.03	1.18	0.19	0.225	0.864	(A) Black or African American
MEOX2	7p21.2	1.02	1.25	1.16	1.55	-0.23	0.225	0.864	(B) White
COX14	12q13.12	9.90	9.79	0.59	0.73	0.11	0.225	0.864	(A) Black or African American
C22ORF24	22q12.3	1.41	1.55	0.79	0.81	-0.14	0.225	0.864	(B) White
ZNF235	19q13.31	5.85	5.72	0.64	0.78	0.12	0.225	0.864	(A) Black or African American
PKP4	2q24.1	12.13	12.02	0.65	0.62	0.12	0.225	0.864	(A) Black or African American
RBM12B	8q22.1	8.17	8.28	0.64	0.60	-0.11	0.225	0.864	(B) White
CDC42EP4	17q25.1	10.50	10.61	0.62	0.60	-0.11	0.225	0.864	(B) White
RNF32	7q36.3	5.93	6.10	0.95	0.92	-0.17	0.226	0.864	(B) White
RNF20	9q31.1	9.73	9.81	0.42	0.50	-0.08	0.226	0.864	(B) White
NT5C	17q25.1	9.66	9.84	1.01	0.87	-0.18	0.226	0.864	(B) White
RPUSD3	3p25.3	9.13	9.21	0.41	0.49	-0.08	0.226	0.864	(B) White
TUBA3E	2q21.1	1.08	0.82	1.52	1.18	0.26	0.226	0.864	(A) Black or African American
RELL1	4p14	9.45	9.32	0.69	0.81	0.13	0.226	0.864	(A) Black or African American
CNTN4	3p26.3-p26.2	7.60	7.92	1.84	1.65	-0.32	0.226	0.864	(B) White
RASSF10	11p15.3	5.48	5.18	1.62	1.84	0.30	0.226	0.864	(A) Black or African American
HAUS1	18q21.1	7.90	7.80	0.55	0.52	0.10	0.226	0.864	(A) Black or African American
WSCD2	12q23.3	2.00	1.69	1.74	1.67	0.31	0.226	0.864	(A) Black or African American
GREM2	1q43	0.97	1.20	1.25	1.32	-0.23	0.226	0.864	(B) White
ZCCHC24	10q22.3	8.33	8.19	0.76	0.84	0.14	0.226	0.864	(A) Black or African American
FGF4	11q13.3	0.02	0.06	0.15	0.33	-0.04	0.226	0.864	(B) White
PRPF6	20q13.33	11.48	11.57	0.53	0.42	-0.09	0.226	0.864	(B) White
GINS2	16q24.1	6.62	6.83	1.29	0.87	-0.22	0.226	0.864	(B) White
BTC	4q13.3	4.37	4.10	1.48	1.45	0.26	0.226	0.864	(A) Black or African American
SAP30BP	17q25.1	10.38	10.47	0.57	0.43	-0.10	0.226	0.864	(B) White
R3HDM4	19p13.3	10.52	10.43	0.49	0.58	0.09	0.226	0.864	(A) Black or African American
VARS2	6p21.33	10.50	10.61	0.62	0.67	-0.11	0.226	0.864	(B) White
ZNF451	6p12.1	8.81	8.72	0.49	0.52	0.09	0.227	0.864	(A) Black or African American
KMT2E-AS1	7q22.3	7.01	7.22	1.13	1.15	-0.20	0.227	0.864	(B) White
USP16	21q21.3	9.06	8.96	0.60	0.61	0.11	0.227	0.864	(A) Black or African American
FAM225B	9q32	4.34	4.67	1.83	1.69	-0.32	0.227	0.864	(B) White
ZNF611	19q13.41	8.22	8.39	0.98	0.92	-0.17	0.227	0.864	(B) White
LOC150776	2q21.1	8.13	7.99	0.71	0.85	0.13	0.227	0.864	(A) Black or African American
NAT1	8p22	6.22	6.12	0.52	0.63	0.10	0.227	0.864	(A) Black or African American
MBOAT4	8p12	1.89	1.75	0.80	0.73	0.14	0.227	0.864	(A) Black or African American
C11ORF24	11q13.2	9.45	9.38	0.37	0.42	0.07	0.227	0.865	(A) Black or African American
IMMP1L	11p13	6.30	6.19	0.60	0.57	0.11	0.227	0.865	(A) Black or African American
NAF1	4q32.2	6.70	6.81	0.62	0.61	-0.11	0.227	0.865	(B) White
POGLUT1	3q13.33	8.33	8.42	0.46	0.49	-0.08	0.227	0.865	(B) White
PCMTD2	20q13.33	10.15	10.26	0.62	0.65	-0.11	0.227	0.865	(B) White
RIT1	1q22	9.88	9.96	0.47	0.50	-0.09	0.227	0.865	(B) White
C1GALT1	7p22.1-p21.3	9.09	9.18	0.47	0.56	-0.09	0.227	0.865	(B) White
TCIM	8p11.21	8.45	8.04	2.26	2.25	0.40	0.227	0.865	(A) Black or African American
XIST	Xq13.2	5.03	4.11	5.20	4.79	0.92	0.227	0.865	(A) Black or African American
TMEM154	4q31.3	5.24	5.02	1.27	1.26	0.23	0.228	0.865	(A) Black or African American
CHIC1	Xq13.2	8.29	8.41	0.74	0.45	-0.12	0.228	0.865	(B) White
FCRL4	1q23.1	0.17	0.27	0.45	0.81	-0.10	0.228	0.865	(B) White
STK38L	12p11.23	8.81	8.71	0.59	0.52	0.10	0.228	0.865	(A) Black or African American
GON7	14q32.12	7.95	7.87	0.47	0.47	0.08	0.228	0.865	(A) Black or African American
LRFN2	6p21.2-p21.1	0.37	0.52	0.68	1.22	-0.15	0.228	0.865	(B) White
PPP1R17	7p14.3	0.07	0.10	0.19	0.26	-0.04	0.228	0.865	(B) White
TAS2R41	7q35	0.04	0.01	0.20	0.07	0.03	0.228	0.865	(A) Black or African American
PDZD8	10q25.3-q26.11	8.51	8.75	1.40	1.31	-0.25	0.228	0.865	(B) White
YDJC	22q11.21	8.93	9.07	0.81	0.73	-0.14	0.228	0.865	(B) White
CCDC103	17q21.31	8.54	8.67	0.67	0.83	-0.13	0.228	0.865	(B) White
OR4D10	11q12.1	0.03	0.07	0.12	0.33	-0.03	0.228	0.865	(B) White
CIP2A	3q13.13	5.64	5.83	1.04	1.05	-0.19	0.228	0.865	(B) White
VMAC	19p13.3	6.40	6.31	0.53	0.47	0.09	0.228	0.865	(A) Black or African American
FAM92A	8q22.1	7.71	7.61	0.58	0.56	0.10	0.228	0.865	(A) Black or African American
TAP1	6p21.32	11.31	11.20	0.63	0.68	0.12	0.228	0.865	(A) Black or African American
ADAMTS14	10q22.1	4.77	5.14	2.15	2.03	-0.38	0.228	0.865	(B) White
ADH1B	4q23	5.91	5.46	2.42	2.80	0.45	0.228	0.865	(A) Black or African American
MLH1	3p22.2	9.30	9.38	0.42	0.38	-0.07	0.228	0.865	(B) White
MYL2	12q24.11	0.27	0.15	0.71	0.38	0.12	0.228	0.865	(A) Black or African American
PLA2G4A	1q31.1	5.79	6.03	1.35	1.39	-0.24	0.228	0.865	(B) White
TSSK4	14q12	3.62	3.40	1.26	1.23	0.22	0.229	0.865	(A) Black or African American
JAKMIP2	5q32	2.15	1.95	1.06	1.30	0.20	0.229	0.865	(A) Black or African American
CARNS1	11q13.2	4.24	4.06	0.99	1.00	0.18	0.229	0.865	(A) Black or African American
C20ORF204	20q13.33	3.54	3.32	1.21	1.28	0.22	0.229	0.865	(A) Black or African American
CTCF	16q22.1	10.13	10.19	0.33	0.34	-0.06	0.229	0.865	(B) White
RNASE11	14q11.2	0.69	0.49	1.16	0.88	0.20	0.229	0.865	(A) Black or African American
JPH2	20q13.12	7.00	7.35	2.01	1.76	-0.35	0.229	0.865	(B) White
KLF7	2q33.3	5.74	5.97	1.30	1.25	-0.23	0.229	0.865	(B) White
FPR3	19q13.41	7.49	7.22	1.46	1.75	0.27	0.229	0.865	(A) Black or African American
C4ORF47	4q35.1	4.86	5.13	1.47	1.53	-0.27	0.229	0.865	(B) White
PRDM12	9q34.12	1.87	2.03	0.90	0.97	-0.16	0.229	0.865	(B) White
WDHD1	14q22.2-q22.3	6.29	6.42	0.74	0.83	-0.14	0.229	0.865	(B) White
TNFSF18	1q25.1	0.63	0.76	0.73	0.90	-0.14	0.229	0.865	(B) White
TXNDC5	6p24.3	12.10	12.20	0.57	0.50	-0.10	0.229	0.866	(B) White
FAM71E2	19q13.42	0.19	0.28	0.43	0.82	-0.10	0.229	0.866	(B) White
DSCR9	21q22.13	1.00	1.14	0.76	0.86	-0.14	0.229	0.866	(B) White
LHX1	17q12	2.19	1.68	3.02	2.23	0.51	0.229	0.866	(A) Black or African American
MT1E	16q13	8.68	8.36	1.67	2.19	0.32	0.229	0.866	(A) Black or African American
SGCA	17q21.33	2.90	2.59	1.79	1.56	0.31	0.229	0.866	(A) Black or African American
SRGAP2	1q32.1	9.18	9.30	0.70	0.71	-0.13	0.229	0.866	(B) White
GDPD3	16p11.2	4.96	5.26	1.63	1.62	-0.29	0.229	0.866	(B) White
UBA6-AS1	4q13.2	7.95	8.04	0.50	0.51	-0.09	0.230	0.866	(B) White
BRD7P3	6q22.31	0.41	0.50	0.48	0.61	-0.09	0.230	0.866	(B) White
NPC1L1	7p13	3.12	3.62	2.77	2.98	-0.50	0.230	0.866	(B) White
FCHSD1	5q31.3	8.61	8.73	0.70	0.66	-0.12	0.230	0.866	(B) White
FAM32A	19p13.11	10.65	10.60	0.33	0.30	0.06	0.230	0.866	(A) Black or African American
DUXA	19q13.43	0.21	0.13	0.46	0.39	0.08	0.230	0.866	(A) Black or African American
MRPS5	2q11.1	10.40	10.32	0.46	0.46	0.08	0.230	0.866	(A) Black or African American
RFC5	12q24.23	8.48	8.38	0.59	0.54	0.10	0.230	0.866	(A) Black or African American
TMEM207	3q28	0.18	0.32	0.71	1.04	-0.14	0.230	0.866	(B) White
C9ORF106	9q34.11	1.32	1.13	1.10	0.95	0.19	0.230	0.866	(A) Black or African American
SMARCD1	12q13.12	10.88	10.81	0.42	0.40	0.07	0.230	0.866	(A) Black or African American
RDH16	12q13.3	2.39	2.21	1.05	1.02	0.19	0.230	0.866	(A) Black or African American
BATF	14q24.3	4.97	4.73	1.26	1.71	0.25	0.230	0.866	(A) Black or African American
INSL5	1p31.3	0.89	0.72	0.95	0.84	0.17	0.230	0.866	(A) Black or African American
COL11A2	6p21.32	3.81	3.57	1.37	1.32	0.24	0.230	0.866	(A) Black or African American
SLC48A1	12q13.11	9.96	10.12	0.90	0.94	-0.16	0.230	0.866	(B) White
RPS11	19q13.33	14.06	14.16	0.57	0.59	-0.10	0.230	0.866	(B) White
KIF22	16p11.2	9.73	9.83	0.55	0.53	-0.10	0.230	0.867	(B) White
KDM5D	Yq11.223	4.78	5.40	3.55	3.37	-0.63	0.231	0.867	(B) White
ZSWIM1	20q13.12	8.27	8.34	0.41	0.45	-0.07	0.231	0.867	(B) White
NR1D2	3p24.2	9.60	9.49	0.61	0.73	0.11	0.231	0.867	(A) Black or African American
SMIM30	7q31.1	9.89	10.00	0.63	0.55	-0.11	0.231	0.867	(B) White
KLHL30	2q37.3	5.06	4.77	1.67	1.62	0.30	0.231	0.867	(A) Black or African American
HID1	17q25.1	8.70	8.52	0.98	1.10	0.18	0.231	0.867	(A) Black or African American
CHMP4A	14q12	9.82	9.94	0.68	0.62	-0.12	0.231	0.867	(B) White
CDKN2B-AS1	9p21.3	1.51	1.71	1.08	1.18	-0.20	0.231	0.867	(B) White
GRIK5	19q13.2	4.88	4.37	3.00	2.61	0.52	0.231	0.867	(A) Black or African American
OR13C3	9q31.1	0.05	0.01	0.21	0.09	0.03	0.231	0.868	(A) Black or African American
DPPA5	6q13	0.09	0.15	0.29	0.39	-0.06	0.231	0.868	(B) White
RDH13	19q13.42	8.90	9.03	0.66	0.74	-0.12	0.231	0.868	(B) White
DDX41	5q35.3	10.81	10.89	0.44	0.44	-0.08	0.231	0.868	(B) White
SFXN1	5q35.2	9.88	9.97	0.48	0.57	-0.09	0.231	0.868	(B) White
PRR4	12p13.2	5.32	5.20	0.68	0.71	0.12	0.231	0.868	(A) Black or African American
LINC01734	20q12	0.03	0.01	0.12	0.09	0.02	0.231	0.868	(A) Black or African American
A2M	12p13.31	12.76	12.59	0.95	1.14	0.18	0.231	0.868	(A) Black or African American
DMAC2L	14q21.3	6.91	6.81	0.52	0.55	0.09	0.232	0.868	(A) Black or African American
MANF	3p21.2	9.75	9.87	0.66	0.61	-0.12	0.232	0.868	(B) White
WHAMM	15q25.2	8.87	8.96	0.48	0.47	-0.09	0.232	0.868	(B) White
COL4A3BP	5q13.3	10.03	10.13	0.59	0.54	-0.10	0.232	0.869	(B) White
DNASE2	19p13.13	10.73	10.64	0.49	0.59	0.09	0.232	0.869	(A) Black or African American
MIR100HG	11q24.1	4.76	5.02	1.43	1.55	-0.26	0.232	0.869	(B) White
LINC00662	19q11	5.39	5.49	0.56	0.51	-0.10	0.232	0.869	(B) White
ZSCAN23	6p22.1	4.09	3.77	1.80	1.85	0.32	0.232	0.869	(A) Black or African American
RBM15B	3p21.2	10.69	10.76	0.36	0.40	-0.07	0.232	0.869	(B) White
OLAH	10p13	0.77	0.59	1.08	0.95	0.19	0.232	0.869	(A) Black or African American
KARS	16q23.1	11.57	11.65	0.44	0.43	-0.08	0.232	0.869	(B) White
